Type of crack,Crack length,a,b,t/b,Type of BCs,kx,ky,Omega
1,0.3,2,1,0.1,0,5,0.5,1.2474
1,0.3,2,1,0.1,0,5,1,1.247
1,0.3,2,1,0.1,0,5,5,1.2465
1,0.3,2,1,0.1,0,5,50,1.2465
1,0.3,2,1,0.1,0,50,0,1.2465
1,0.3,2,1,0.1,0,50,0.5,1.2465
1,0.3,2,1,0.1,0,50,1,1.2465
1,0.3,2,1,0.1,0,50,5,1.2465
1,0.3,2,1,0.1,0,50,50,1.2465
1,0.5,2,1,0.1,0,0,0,2.5451
1,0.5,2,1,0.1,0,0,0.5,1.35
1,0.5,2,1,0.1,0,0,1,1.1615
1,0.5,2,1,0.1,0,0,5,1.0317
1,0.5,2,1,0.1,0,0,50,1.03
1,0.5,2,1,0.1,0,0.5,0,1.3876
1,0.5,2,1,0.1,0,0.5,0.5,1.1574
1,0.5,2,1,0.1,0,0.5,1,1.0885
1,0.5,2,1,0.1,0,0.5,5,1.0309
1,0.5,2,1,0.1,0,0.5,50,1.03
1,0.5,2,1,0.1,0,1,0,1.1857
1,0.5,2,1,0.1,0,1,0.5,1.0918
1,0.5,2,1,0.1,0,1,1,1.0598
1,0.5,2,1,0.1,0,1,5,1.0305
1,0.5,2,1,0.1,0,1,50,1.03
1,0.5,2,1,0.1,0,5,0,1.0319
1,0.5,2,1,0.1,0,5,0.5,1.031
1,0.5,2,1,0.1,0,5,1,1.0305
1,0.5,2,1,0.1,0,5,5,1.03
1,0.5,2,1,0.1,0,5,50,1.03
1,0.5,2,1,0.1,0,50,0,1.03
1,0.5,2,1,0.1,0,50,0.5,1.03
1,0.5,2,1,0.1,0,50,1,1.03
1,0.5,2,1,0.1,0,50,5,1.03
1,0.5,2,1,0.1,0,50,50,1.03
1,0.7,2,1,0.1,0,0,0,2.2112
1,0.7,2,1,0.1,0,0,0.5,1.1741
1,0.7,2,1,0.1,0,0,1,1.0078
1,0.7,2,1,0.1,0,0,5,0.88758
1,0.7,2,1,0.1,0,0,50,0.88585
1,0.7,2,1,0.1,0,0.5,0,1.2169
1,0.7,2,1,0.1,0,0.5,0.5,1.0075
1,0.7,2,1,0.1,0,0.5,1,0.94315
1,0.7,2,1,0.1,0,0.5,5,0.88679
1,0.7,2,1,0.1,0,0.5,50,0.88585
1,0.7,2,1,0.1,0,1,0,1.0376
1,0.7,2,1,0.1,0,1,0.5,0.94793
1,0.7,2,1,0.1,0,1,1,0.91635
1,0.7,2,1,0.1,0,1,5,0.8864
1,0.7,2,1,0.1,0,1,50,0.88585
1,0.7,2,1,0.1,0,5,0,0.88824
1,0.7,2,1,0.1,0,5,0.5,0.88699
1,0.7,2,1,0.1,0,5,1,0.88647
1,0.7,2,1,0.1,0,5,5,0.88586
1,0.7,2,1,0.1,0,5,50,0.88585
1,0.7,2,1,0.1,0,50,0,0.88585
1,0.7,2,1,0.1,0,50,0.5,0.88585
1,0.7,2,1,0.1,0,50,1,0.88585
1,0.7,2,1,0.1,0,50,5,0.88585
1,0.7,2,1,0.1,0,50,50,0.88585
1,0.9,2,1,0.1,0,0,0,2.0554
1,0.9,2,1,0.1,0,0,0.5,1.0955
1,0.9,2,1,0.1,0,0,1,0.93857
1,0.9,2,1,0.1,0,0,5,0.82093
1,0.9,2,1,0.1,0,0,50,0.81916
1,0.9,2,1,0.1,0,0.5,0,1.1378
1,0.9,2,1,0.1,0,0.5,0.5,0.94007
1,0.9,2,1,0.1,0,0.5,1,0.87722
1,0.9,2,1,0.1,0,0.5,5,0.82014
1,0.9,2,1,0.1,0,0.5,50,0.81916
1,0.9,2,1,0.1,0,1,0,0.96924
1,0.9,2,1,0.1,0,1,0.5,0.88273
1,0.9,2,1,0.1,0,1,1,0.85093
1,0.9,2,1,0.1,0,1,5,0.81974
1,0.9,2,1,0.1,0,1,50,0.81916
1,0.9,2,1,0.1,0,5,0,0.82205
1,0.9,2,1,0.1,0,5,0.5,0.82052
1,0.9,2,1,0.1,0,5,1,0.81988
1,0.9,2,1,0.1,0,5,5,0.81917
1,0.9,2,1,0.1,0,5,50,0.81916
1,0.9,2,1,0.1,0,50,0,0.81916
1,0.9,2,1,0.1,0,50,0.5,0.81916
1,0.9,2,1,0.1,0,50,1,0.81916
1,0.9,2,1,0.1,0,50,5,0.81916
1,0.9,2,1,0.1,0,50,50,0.81916
1,0.1,1,1,0.001,1,0,0,10.644
1,0.1,1,1,0.001,1,0,0.5,5.7437
1,0.1,1,1,0.001,1,0,1,4.9907
1,0.1,1,1,0.001,1,0,5,4.4768
1,0.1,1,1,0.001,1,0,50,4.468
1,0.1,1,1,0.001,1,0.5,0,5.7532
1,0.1,1,1,0.001,1,0.5,0.5,4.9112
1,0.1,1,1,0.001,1,0.5,1,4.6635
1,0.1,1,1,0.001,1,0.5,5,4.4711
1,0.1,1,1,0.001,1,0.5,50,4.468
1,0.1,1,1,0.001,1,1,0,4.9956
1,0.1,1,1,0.001,1,1,0.5,4.6642
1,0.1,1,1,0.001,1,1,1,4.5555
1,0.1,1,1,0.001,1,1,5,4.4693
1,0.1,1,1,0.001,1,1,50,4.468
1,0.1,1,1,0.001,1,5,0,4.4769
1,0.1,1,1,0.001,1,5,0.5,4.4711
1,0.1,1,1,0.001,1,5,1,4.4693
1,0.1,1,1,0.001,1,5,5,4.468
1,0.1,1,1,0.001,1,5,50,4.468
1,0.1,1,1,0.001,1,50,0,4.468
1,0.1,1,1,0.001,1,50,0.5,4.468
1,0.1,1,1,0.001,1,50,1,4.468
1,0.1,1,1,0.001,1,50,5,4.468
1,0.1,1,1,0.001,1,50,50,4.468
1,0.3,1,1,0.001,1,0,0,10.249
1,0.3,1,1,0.001,1,0,0.5,5.447
1,0.3,1,1,0.001,1,0,1,4.7405
1,0.3,1,1,0.001,1,0,5,4.2718
1,0.3,1,1,0.001,1,0,50,4.264
1,0.3,1,1,0.001,1,0.5,0,5.5219
1,0.3,1,1,0.001,1,0.5,0.5,4.6817
1,0.3,1,1,0.001,1,0.5,1,4.4448
1,0.3,1,1,0.001,1,0.5,5,4.2667
1,0.3,1,1,0.001,1,0.5,50,4.264
1,0.3,1,1,0.001,1,1,0,4.7843
1,0.3,1,1,0.001,1,1,0.5,4.4509
1,0.3,1,1,0.001,1,1,1,4.3458
1,0.3,1,1,0.001,1,1,5,4.2651
1,0.3,1,1,0.001,1,1,50,4.264
1,0.3,1,1,0.001,1,5,0,4.2727
1,0.3,1,1,0.001,1,5,0.5,4.267
1,0.3,1,1,0.001,1,5,1,4.2652
1,0.3,1,1,0.001,1,5,5,4.264
1,0.3,1,1,0.001,1,5,50,4.264
1,0.3,1,1,0.001,1,50,0,4.264
1,0.3,1,1,0.001,1,50,0.5,4.264
1,0.3,1,1,0.001,1,50,1,4.264
1,0.3,1,1,0.001,1,50,5,4.264
1,0.3,1,1,0.001,1,50,50,4.264
1,0.5,1,1,0.001,1,0,0,9.7574
1,0.5,1,1,0.001,1,0,0.5,5.1156
1,0.5,1,1,0.001,1,0,1,4.4544
1,0.5,1,1,0.001,1,0,5,4.0286
1,0.5,1,1,0.001,1,0,50,4.0218
1,0.5,1,1,0.001,1,0.5,0,5.2555
1,0.5,1,1,0.001,1,0.5,0.5,4.4166
1,0.5,1,1,0.001,1,0.5,1,4.1886
1,0.5,1,1,0.001,1,0.5,5,4.0242
1,0.5,1,1,0.001,1,0.5,50,4.0218
1,0.5,1,1,0.001,1,1,0,4.5438
1,0.5,1,1,0.001,1,1,0.5,4.2017
1,0.5,1,1,0.001,1,1,1,4.0984
1,0.5,1,1,0.001,1,1,5,4.0228
1,0.5,1,1,0.001,1,1,50,4.0218
1,0.5,1,1,0.001,1,5,0,4.0309
1,0.5,1,1,0.001,1,5,0.5,4.0248
1,0.5,1,1,0.001,1,5,1,4.023
1,0.5,1,1,0.001,1,5,5,4.0218
1,0.5,1,1,0.001,1,5,50,4.0218
1,0.5,1,1,0.001,1,50,0,4.0218
1,0.5,1,1,0.001,1,50,0.5,4.0218
1,0.5,1,1,0.001,1,50,1,4.0218
1,0.5,1,1,0.001,1,50,5,4.0218
1,0.5,1,1,0.001,1,50,50,4.0218
1,0.7,1,1,0.001,1,0,0,9.4556
1,0.7,1,1,0.001,1,0,0.5,4.9332
1,0.7,1,1,0.001,1,0,1,4.2958
1,0.7,1,1,0.001,1,0,5,3.8909
1,0.7,1,1,0.001,1,0,50,3.8847
1,0.7,1,1,0.001,1,0.5,0,5.106
1,0.7,1,1,0.001,1,0.5,0.5,4.2699
1,0.7,1,1,0.001,1,0.5,1,4.045
1,0.7,1,1,0.001,1,0.5,5,3.8869
1,0.7,1,1,0.001,1,0.5,50,3.8847
1,0.7,1,1,0.001,1,1,0,4.4124
1,0.7,1,1,0.001,1,1,0.5,4.0629
1,0.7,1,1,0.001,1,1,1,3.9591
1,0.7,1,1,0.001,1,1,5,3.8856
1,0.7,1,1,0.001,1,1,50,3.8847
1,0.7,1,1,0.001,1,5,0,3.8946
1,0.7,1,1,0.001,1,5,0.5,3.8878
1,0.7,1,1,0.001,1,5,1,3.8859
1,0.7,1,1,0.001,1,5,5,3.8847
1,0.7,1,1,0.001,1,5,50,3.8847
1,0.7,1,1,0.001,1,50,0,3.8847
1,0.7,1,1,0.001,1,50,0.5,3.8847
1,0.7,1,1,0.001,1,50,1,3.8847
1,0.7,1,1,0.001,1,50,5,3.8847
1,0.7,1,1,0.001,1,50,50,3.8847
1,0.9,1,1,0.001,1,0,0,9.3868
1,0.9,1,1,0.001,1,0,0.5,4.8987
1,0.9,1,1,0.001,1,0,1,4.2663
1,0.9,1,1,0.001,1,0,5,3.8658
1,0.9,1,1,0.001,1,0,50,3.8598
1,0.9,1,1,0.001,1,0.5,0,5.0771
1,0.9,1,1,0.001,1,0.5,0.5,4.2432
1,0.9,1,1,0.001,1,0.5,1,4.0188
1,0.9,1,1,0.001,1,0.5,5,3.8619
1,0.9,1,1,0.001,1,0.5,50,3.8598
1,0.9,1,1,0.001,1,1,0,4.3887
1,0.9,1,1,0.001,1,1,0.5,4.038
1,0.9,1,1,0.001,1,1,1,3.9337
1,0.9,1,1,0.001,1,1,5,3.8606
1,0.9,1,1,0.001,1,1,50,3.8598
1,0.9,1,1,0.001,1,5,0,3.8701
1,0.9,1,1,0.001,1,5,0.5,3.863
1,0.9,1,1,0.001,1,5,1,3.861
1,0.9,1,1,0.001,1,5,5,3.8598
1,0.9,1,1,0.001,1,5,50,3.8598
1,0.9,1,1,0.001,1,50,0,3.8598
1,0.9,1,1,0.001,1,50,0.5,3.8598
1,0.9,1,1,0.001,1,50,1,3.8598
1,0.9,1,1,0.001,1,50,5,3.8598
1,0.9,1,1,0.001,1,50,50,3.8598
1,0.1,1,1,0.01,1,0,0,10.617
1,0.1,1,1,0.01,1,0,0.5,5.7247
1,0.1,1,1,0.01,1,0,1,4.9745
1,0.1,1,1,0.01,1,0,5,4.463
1,0.1,1,1,0.01,1,0,50,4.4543
1,0.1,1,1,0.01,1,0.5,0,5.7369
1,0.1,1,1,0.01,1,0.5,0.5,4.8959
1,0.1,1,1,0.01,1,0.5,1,4.649
1,0.1,1,1,0.01,1,0.5,5,4.4573
1,0.1,1,1,0.01,1,0.5,50,4.4543
1,0.1,1,1,0.01,1,1,0,4.9809
1,0.1,1,1,0.01,1,1,0.5,4.6498
1,0.1,1,1,0.01,1,1,1,4.5414
1,0.1,1,1,0.01,1,1,5,4.4555
1,0.1,1,1,0.01,1,1,50,4.4543
1,0.1,1,1,0.01,1,5,0,4.4631
1,0.1,1,1,0.01,1,5,0.5,4.4573
1,0.1,1,1,0.01,1,5,1,4.4555
1,0.1,1,1,0.01,1,5,5,4.4543
1,0.1,1,1,0.01,1,5,50,4.4543
1,0.1,1,1,0.01,1,50,0,4.4543
1,0.1,1,1,0.01,1,50,0.5,4.4543
1,0.1,1,1,0.01,1,50,1,4.4543
1,0.1,1,1,0.01,1,50,5,4.4543
1,0.1,1,1,0.01,1,50,50,4.4543
1,0.3,1,1,0.01,1,0,0,10.2
1,0.3,1,1,0.01,1,0,0.5,5.4142
1,0.3,1,1,0.01,1,0,1,4.7118
1,0.3,1,1,0.01,1,0,5,4.2471
1,0.3,1,1,0.01,1,0,50,4.2394
1,0.3,1,1,0.01,1,0.5,0,5.4937
1,0.3,1,1,0.01,1,0.5,0.5,4.6547
1,0.3,1,1,0.01,1,0.5,1,4.4189
1,0.3,1,1,0.01,1,0.5,5,4.2421
1,0.3,1,1,0.01,1,0.5,50,4.2394
1,0.3,1,1,0.01,1,1,0,4.7588
1,0.3,1,1,0.01,1,1,0.5,4.4254
1,0.3,1,1,0.01,1,1,1,4.3207
1,0.3,1,1,0.01,1,1,5,4.2405
1,0.3,1,1,0.01,1,1,50,4.2394
1,0.3,1,1,0.01,1,5,0,4.2481
1,0.3,1,1,0.01,1,5,0.5,4.2424
1,0.3,1,1,0.01,1,5,1,4.2406
1,0.3,1,1,0.01,1,5,5,4.2394
1,0.3,1,1,0.01,1,5,50,4.2394
1,0.3,1,1,0.01,1,50,0,4.2394
1,0.3,1,1,0.01,1,50,0.5,4.2394
1,0.3,1,1,0.01,1,50,1,4.2394
1,0.3,1,1,0.01,1,50,5,4.2394
1,0.3,1,1,0.01,1,50,50,4.2394
1,0.5,1,1,0.01,1,0,0,9.7098
1,0.5,1,1,0.01,1,0,0.5,5.087
1,0.5,1,1,0.01,1,0,1,4.4292
1,0.5,1,1,0.01,1,0,5,4.0061
1,0.5,1,1,0.01,1,0,50,3.9994
1,0.5,1,1,0.01,1,0.5,0,5.2296
1,0.5,1,1,0.01,1,0.5,0.5,4.3926
1,0.5,1,1,0.01,1,0.5,1,4.1653
1,0.5,1,1,0.01,1,0.5,5,4.0017
1,0.5,1,1,0.01,1,0.5,50,3.9994
1,0.5,1,1,0.01,1,1,0,4.5209
1,0.5,1,1,0.01,1,1,0.5,4.1788
1,0.5,1,1,0.01,1,1,1,4.0756
1,0.5,1,1,0.01,1,1,5,4.0004
1,0.5,1,1,0.01,1,1,50,3.9994
1,0.5,1,1,0.01,1,5,0,4.0085
1,0.5,1,1,0.01,1,5,0.5,4.0024
1,0.5,1,1,0.01,1,5,1,4.0006
1,0.5,1,1,0.01,1,5,5,3.9994
1,0.5,1,1,0.01,1,5,50,3.9994
1,0.5,1,1,0.01,1,50,0,3.9994
1,0.5,1,1,0.01,1,50,0.5,3.9994
1,0.5,1,1,0.01,1,50,1,3.9994
1,0.5,1,1,0.01,1,50,5,3.9994
1,0.5,1,1,0.01,1,50,50,3.9994
1,0.7,1,1,0.01,1,0,0,9.4231
1,0.7,1,1,0.01,1,0,0.5,4.9155
1,0.7,1,1,0.01,1,0,1,4.28
1,0.7,1,1,0.01,1,0,5,3.8765
1,0.7,1,1,0.01,1,0,50,3.8703
1,0.7,1,1,0.01,1,0.5,0,5.0887
1,0.7,1,1,0.01,1,0.5,0.5,4.2547
1,0.7,1,1,0.01,1,0.5,1,4.0302
1,0.7,1,1,0.01,1,0.5,5,3.8725
1,0.7,1,1,0.01,1,0.5,50,3.8703
1,0.7,1,1,0.01,1,1,0,4.3973
1,0.7,1,1,0.01,1,1,0.5,4.0484
1,0.7,1,1,0.01,1,1,1,3.9446
1,0.7,1,1,0.01,1,1,5,3.8712
1,0.7,1,1,0.01,1,1,50,3.8703
1,0.7,1,1,0.01,1,5,0,3.8803
1,0.7,1,1,0.01,1,5,0.5,3.8735
1,0.7,1,1,0.01,1,5,1,3.8715
1,0.7,1,1,0.01,1,5,5,3.8704
1,0.7,1,1,0.01,1,5,50,3.8703
1,0.7,1,1,0.01,1,50,0,3.8703
1,0.7,1,1,0.01,1,50,0.5,3.8703
1,0.7,1,1,0.01,1,50,1,3.8703
1,0.7,1,1,0.01,1,50,5,3.8703
1,0.7,1,1,0.01,1,50,50,3.8703
1,0.9,1,1,0.01,1,0,0,9.3643
1,0.9,1,1,0.01,1,0,0.5,4.8866
1,0.9,1,1,0.01,1,0,1,4.2554
1,0.9,1,1,0.01,1,0,5,3.8557
1,0.9,1,1,0.01,1,0,50,3.8497
1,0.9,1,1,0.01,1,0.5,0,5.0645
1,0.9,1,1,0.01,1,0.5,0.5,4.2326
1,0.9,1,1,0.01,1,0.5,1,4.0084
1,0.9,1,1,0.01,1,0.5,5,3.8517
1,0.9,1,1,0.01,1,0.5,50,3.8497
1,0.9,1,1,0.01,1,1,0,4.3777
1,0.9,1,1,0.01,1,1,0.5,4.0277
1,0.9,1,1,0.01,1,1,1,3.9235
1,0.9,1,1,0.01,1,1,5,3.8505
1,0.9,1,1,0.01,1,1,50,3.8497
1,0.9,1,1,0.01,1,5,0,3.86
1,0.9,1,1,0.01,1,5,0.5,3.8528
1,0.9,1,1,0.01,1,5,1,3.8508
1,0.9,1,1,0.01,1,5,5,3.8497
1,0.9,1,1,0.01,1,5,50,3.8497
1,0.9,1,1,0.01,1,50,0,3.8497
1,0.9,1,1,0.01,1,50,0.5,3.8497
1,0.9,1,1,0.01,1,50,1,3.8497
1,0.9,1,1,0.01,1,50,5,3.8497
1,0.9,1,1,0.01,1,50,50,3.8497
1,0.1,1,1,0.1,1,0,0,9.6428
1,0.1,1,1,0.1,1,0,0.5,5.1828
1,0.1,1,1,0.1,1,0,1,4.4917
1,0.1,1,1,0.1,1,0,5,4.014
1,0.1,1,1,0.1,1,0,50,4.0058
1,0.1,1,1,0.1,1,0.5,0,5.1979
1,0.1,1,1,0.1,1,0.5,0.5,4.4187
1,0.1,1,1,0.1,1,0.5,1,4.1888
1,0.1,1,1,0.1,1,0.5,5,4.0087
1,0.1,1,1,0.1,1,0.5,50,4.0058
1,0.1,1,1,0.1,1,1,0,4.5002
1,0.1,1,1,0.1,1,1,0.5,4.1899
1,0.1,1,1,0.1,1,1,1,4.0882
1,0.1,1,1,0.1,1,1,5,4.007
1,0.1,1,1,0.1,1,1,50,4.0058
1,0.1,1,1,0.1,1,5,0,4.0141
1,0.1,1,1,0.1,1,5,0.5,4.0087
1,0.1,1,1,0.1,1,5,1,4.007
1,0.1,1,1,0.1,1,5,5,4.0058
1,0.1,1,1,0.1,1,5,50,4.0058
1,0.1,1,1,0.1,1,50,0,4.0058
1,0.1,1,1,0.1,1,50,0.5,4.0058
1,0.1,1,1,0.1,1,50,1,4.0058
1,0.1,1,1,0.1,1,50,5,4.0058
1,0.1,1,1,0.1,1,50,50,4.0058
1,0.3,1,1,0.1,1,0,0,9.2119
1,0.3,1,1,0.1,1,0,0.5,4.8717
1,0.3,1,1,0.1,1,0,1,4.2286
1,0.3,1,1,0.1,1,0,5,3.7993
1,0.3,1,1,0.1,1,0,50,3.7922
1,0.3,1,1,0.1,1,0.5,0,4.9514
1,0.3,1,1,0.1,1,0.5,0.5,4.1777
1,0.3,1,1,0.1,1,0.5,1,3.9592
1,0.3,1,1,0.1,1,0.5,5,3.7947
1,0.3,1,1,0.1,1,0.5,50,3.7922
1,0.3,1,1,0.1,1,1,0,4.2774
1,0.3,1,1,0.1,1,1,0.5,3.9662
1,0.3,1,1,0.1,1,1,1,3.8683
1,0.3,1,1,0.1,1,1,5,3.7933
1,0.3,1,1,0.1,1,1,50,3.7922
1,0.3,1,1,0.1,1,5,0,3.8004
1,0.3,1,1,0.1,1,5,0.5,3.7951
1,0.3,1,1,0.1,1,5,1,3.7934
1,0.3,1,1,0.1,1,5,5,3.7922
1,0.3,1,1,0.1,1,5,50,3.7922
1,0.3,1,1,0.1,1,50,0,3.7922
1,0.3,1,1,0.1,1,50,0.5,3.7922
1,0.3,1,1,0.1,1,50,1,3.7922
1,0.3,1,1,0.1,1,50,5,3.7922
1,0.3,1,1,0.1,1,50,50,3.7922
1,0.5,1,1,0.1,1,0,0,8.7779
1,0.5,1,1,0.1,1,0,0.5,4.5877
1,0.5,1,1,0.1,1,0,1,3.985
1,0.5,1,1,0.1,1,0,5,3.5928
1,0.5,1,1,0.1,1,0,50,3.5866
1,0.5,1,1,0.1,1,0.5,0,4.7226
1,0.5,1,1,0.1,1,0.5,0.5,3.9523
1,0.5,1,1,0.1,1,0.5,1,3.7415
1,0.5,1,1,0.1,1,0.5,5,3.5888
1,0.5,1,1,0.1,1,0.5,50,3.5866
1,0.5,1,1,0.1,1,1,0,4.0729
1,0.5,1,1,0.1,1,1,0.5,3.7549
1,0.5,1,1,0.1,1,1,1,3.6584
1,0.5,1,1,0.1,1,1,5,3.5876
1,0.5,1,1,0.1,1,1,50,3.5866
1,0.5,1,1,0.1,1,5,0,3.5952
1,0.5,1,1,0.1,1,5,0.5,3.5895
1,0.5,1,1,0.1,1,5,1,3.5878
1,0.5,1,1,0.1,1,5,5,3.5866
1,0.5,1,1,0.1,1,5,50,3.5866
1,0.5,1,1,0.1,1,50,0,3.5866
1,0.5,1,1,0.1,1,50,0.5,3.5866
1,0.5,1,1,0.1,1,50,1,3.5866
1,0.5,1,1,0.1,1,50,5,3.5866
1,0.5,1,1,0.1,1,50,50,3.5866
1,0.7,1,1,0.1,1,0,0,8.5455
1,0.7,1,1,0.1,1,0,0.5,4.4494
1,0.7,1,1,0.1,1,0,1,3.8665
1,0.7,1,1,0.1,1,0,5,3.4909
1,0.7,1,1,0.1,1,0,50,3.4852
1,0.7,1,1,0.1,1,0.5,0,4.612
1,0.7,1,1,0.1,1,0.5,0.5,3.8433
1,0.7,1,1,0.1,1,0.5,1,3.6352
1,0.7,1,1,0.1,1,0.5,5,3.4873
1,0.7,1,1,0.1,1,0.5,50,3.4852
1,0.7,1,1,0.1,1,1,0,3.9765
1,0.7,1,1,0.1,1,1,0.5,3.6525
1,0.7,1,1,0.1,1,1,1,3.5555
1,0.7,1,1,0.1,1,1,5,3.4861
1,0.7,1,1,0.1,1,1,50,3.4852
1,0.7,1,1,0.1,1,5,0,3.4945
1,0.7,1,1,0.1,1,5,0.5,3.4882
1,0.7,1,1,0.1,1,5,1,3.4864
1,0.7,1,1,0.1,1,5,5,3.4853
1,0.7,1,1,0.1,1,5,50,3.4852
1,0.7,1,1,0.1,1,50,0,3.4852
1,0.7,1,1,0.1,1,50,0.5,3.4852
1,0.7,1,1,0.1,1,50,1,3.4852
1,0.7,1,1,0.1,1,50,5,3.4852
1,0.7,1,1,0.1,1,50,50,3.4852
1,0.9,1,1,0.1,1,0,0,8.5004
1,0.9,1,1,0.1,1,0,0.5,4.4267
1,0.9,1,1,0.1,1,0,1,3.8479
1,0.9,1,1,0.1,1,0,5,3.4756
1,0.9,1,1,0.1,1,0,50,3.47
1,0.9,1,1,0.1,1,0.5,0,4.5945
1,0.9,1,1,0.1,1,0.5,0.5,3.8267
1,0.9,1,1,0.1,1,0.5,1,3.6191
1,0.9,1,1,0.1,1,0.5,5,3.472
1,0.9,1,1,0.1,1,0.5,50,3.47
1,0.9,1,1,0.1,1,1,0,3.9625
1,0.9,1,1,0.1,1,1,0.5,3.6373
1,0.9,1,1,0.1,1,1,1,3.54
1,0.9,1,1,0.1,1,1,5,3.4708
1,0.9,1,1,0.1,1,1,50,3.47
1,0.9,1,1,0.1,1,5,0,3.4796
1,0.9,1,1,0.1,1,5,0.5,3.4731
1,0.9,1,1,0.1,1,5,1,3.4712
1,0.9,1,1,0.1,1,5,5,3.47
1,0.9,1,1,0.1,1,5,50,3.47
1,0.9,1,1,0.1,1,50,0,3.47
1,0.9,1,1,0.1,1,50,0.5,3.47
1,0.9,1,1,0.1,1,50,1,3.47
1,0.9,1,1,0.1,1,50,5,3.47
1,0.9,1,1,0.1,1,50,50,3.47
1,0.1,2,1,0.001,1,0,0,7.1929
1,0.1,2,1,0.001,1,0,0.5,3.9257
1,0.1,2,1,0.001,1,0,1,3.4217
1,0.1,2,1,0.001,1,0,5,3.0272
1,0.1,2,1,0.001,1,0,50,3.0171
1,0.1,2,1,0.001,1,0.5,0,3.8036
1,0.1,2,1,0.001,1,0.5,0.5,3.3069
1,0.1,2,1,0.001,1,0.5,1,3.1566
1,0.1,2,1,0.001,1,0.5,5,3.0205
1,0.1,2,1,0.001,1,0.5,50,3.0171
1,0.1,2,1,0.001,1,1,0,3.3036
1,0.1,2,1,0.001,1,1,0.5,3.1321
1,0.1,2,1,0.001,1,1,1,3.0735
1,0.1,2,1,0.001,1,1,5,3.0184
1,0.1,2,1,0.001,1,1,50,3.0171
1,0.1,2,1,0.001,1,5,0,3.019
1,0.1,2,1,0.001,1,5,0.5,3.0178
1,0.1,2,1,0.001,1,5,1,3.0174
1,0.1,2,1,0.001,1,5,5,3.0171
1,0.1,2,1,0.001,1,5,50,3.0171
1,0.1,2,1,0.001,1,50,0,3.0171
1,0.1,2,1,0.001,1,50,0.5,3.0171
1,0.1,2,1,0.001,1,50,1,3.0171
1,0.1,2,1,0.001,1,50,5,3.0171
1,0.1,2,1,0.001,1,50,50,3.0171
1,0.3,2,1,0.001,1,0,0,6.4228
1,0.3,2,1,0.001,1,0,0.5,3.4513
1,0.3,2,1,0.001,1,0,1,3.0129
1,0.3,2,1,0.001,1,0,5,2.6696
1,0.3,2,1,0.001,1,0,50,2.6608
1,0.3,2,1,0.001,1,0.5,0,3.3611
1,0.3,2,1,0.001,1,0.5,0.5,2.9101
1,0.3,2,1,0.001,1,0.5,1,2.7801
1,0.3,2,1,0.001,1,0.5,5,2.6637
1,0.3,2,1,0.001,1,0.5,50,2.6608
1,0.3,2,1,0.001,1,1,0,2.913
1,0.3,2,1,0.001,1,1,0.5,2.7582
1,0.3,2,1,0.001,1,1,1,2.7082
1,0.3,2,1,0.001,1,1,5,2.6619
1,0.3,2,1,0.001,1,1,50,2.6608
1,0.3,2,1,0.001,1,5,0,2.6622
1,0.3,2,1,0.001,1,5,0.5,2.6613
1,0.3,2,1,0.001,1,5,1,2.661
1,0.3,2,1,0.001,1,5,5,2.6608
1,0.3,2,1,0.001,1,5,50,2.6608
1,0.3,2,1,0.001,1,50,0,2.6608
1,0.3,2,1,0.001,1,50,0.5,2.6608
1,0.3,2,1,0.001,1,50,1,2.6608
1,0.3,2,1,0.001,1,50,5,2.6608
1,0.3,2,1,0.001,1,50,50,2.6608
1,0.5,2,1,0.001,1,0,0,5.6952
1,0.5,2,1,0.001,1,0,0.5,3.0565
1,0.5,2,1,0.001,1,0,1,2.6678
1,0.5,2,1,0.001,1,0,5,2.3532
1,0.5,2,1,0.001,1,0,50,2.3452
1,0.5,2,1,0.001,1,0.5,0,2.9924
1,0.5,2,1,0.001,1,0.5,0.5,2.576
1,0.5,2,1,0.001,1,0.5,1,2.4562
1,0.5,2,1,0.001,1,0.5,5,2.3478
1,0.5,2,1,0.001,1,0.5,50,2.3452
1,0.5,2,1,0.001,1,1,0,2.587
1,0.5,2,1,0.001,1,1,0.5,2.4376
1,0.5,2,1,0.001,1,1,1,2.39
1,0.5,2,1,0.001,1,1,5,2.3462
1,0.5,2,1,0.001,1,1,50,2.3452
1,0.5,2,1,0.001,1,5,0,2.3467
1,0.5,2,1,0.001,1,5,0.5,2.3457
1,0.5,2,1,0.001,1,5,1,2.3454
1,0.5,2,1,0.001,1,5,5,2.3452
1,0.5,2,1,0.001,1,5,50,2.3452
1,0.5,2,1,0.001,1,50,0,2.3452
1,0.5,2,1,0.001,1,50,0.5,2.3452
1,0.5,2,1,0.001,1,50,1,2.3452
1,0.5,2,1,0.001,1,50,5,2.3452
1,0.5,2,1,0.001,1,50,50,2.3452
1,0.7,2,1,0.001,1,0,0,5.3091
1,0.7,2,1,0.001,1,0,0.5,2.8636
1,0.7,2,1,0.001,1,0,1,2.4989
1,0.7,2,1,0.001,1,0,5,2.1949
1,0.7,2,1,0.001,1,0,50,2.1871
1,0.7,2,1,0.001,1,0.5,0,2.8147
1,0.7,2,1,0.001,1,0.5,0.5,2.4149
1,0.7,2,1,0.001,1,0.5,1,2.2978
1,0.7,2,1,0.001,1,0.5,5,2.1897
